id,cards,ballots,racepledge,talkradio,familyshun,flagburn,parentcurse,handgesture,rottentomato,soulsell,molesterblood,stageanimal,icebath,idiotsign,headache,dogkick,overweight,palm,ideo7,age,education,gender,state,income,religion
1457,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,6.0,5.0,6.0,8.0,8.0,8.0,6.0,71,9,2,62,11,1.0
1458,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,8.0,8.0,1.0,53,13,2,12,15,
1459,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,59,9,2,23,13,3.0
1460,3.0,3.0,5.0,3.0,7.0,8.0,5.0,4.0,4.0,6.0,8.0,5.0,4.0,4.0,5.0,8.0,3.0,5.0,4.0,21,10,1,21,19,4.0
1461,5.0,5.0,6.0,7.0,8.0,3.0,8.0,8.0,3.0,8.0,7.0,7.0,3.0,7.0,7.0,7.0,6.0,6.0,4.0,26,13,1,93,18,2.0
1462,8.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,65,12,2,93,16,5.0
1465,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,7.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,51,10,1,91,4,5.0
1466,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,7.0,55,9,1,34,1,5.0
1467,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,48,10,2,74,11,3.0
1468,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,5.0,7.0,7.0,8.0,1.0,8.0,5.0,36,12,1,92,18,5.0
1469,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,49,13,2,52,12,5.0
1471,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,67,8,1,21,11,2.0
1472,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,4.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,7.0,40,10,1,93,7,2.0
1473,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,42,9,2,32,7,3.0
1474,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,6.0,36,13,2,54,14,3.0
1475,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,3.0,47,9,2,61,14,3.0
1476,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,35,13,2,12,15,3.0
1477,1.0,1.0,1.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,7.0,8.0,8.0,1.0,7.0,59,9,1,91,12,1.0
1478,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,30,9,2,74,7,2.0
1479,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,4.0,6.0,6.0,8.0,8.0,8.0,6.0,58,12,1,31,16,2.0
1480,7.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,6.0,8.0,7.0,8.0,7.0,7.0,6.0,38,9,2,74,2,2.0
1481,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,61,10,1,31,11,3.0
1482,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,2.0,65,13,1,33,17,2.0
1483,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,2.0,50,11,1,91,14,3.0
1484,4.0,7.0,6.0,1.0,7.0,7.0,2.0,4.0,2.0,8.0,2.0,5.0,5.0,6.0,6.0,6.0,5.0,6.0,4.0,50,11,2,41,11,3.0
1485,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,8.0,7.0,8.0,8.0,8.0,4.0,50,9,1,31,11,3.0
1486,8.0,8.0,8.0,8.0,8.0,,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,70,12,1,56,12,2.0
1488,8.0,1.0,8.0,6.0,7.0,8.0,6.0,6.0,5.0,8.0,8.0,7.0,4.0,5.0,6.0,8.0,6.0,8.0,4.0,41,12,1,41,15,4.0
1489,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,,45,8,1,73,1,4.0
1490,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,8.0,6.0,66,9,1,21,12,2.0
1491,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,57,12,2,93,14,2.0
1492,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,21,11,1,23,17,3.0
1493,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,6.0,53,5,1,74,7,2.0
1494,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,21,9,2,62,4,3.0
1495,1.0,6.0,8.0,8.0,8.0,8.0,5.0,1.0,6.0,8.0,8.0,4.0,3.0,4.0,2.0,8.0,,8.0,4.0,23,9,1,64,7,5.0
1496,6.0,8.0,6.0,8.0,5.0,5.0,5.0,5.0,7.0,8.0,5.0,7.0,7.0,5.0,8.0,8.0,5.0,6.0,2.0,48,7,2,35,10,5.0
1497,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,3.0,67,12,2,41,9,2.0
1498,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,4.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,2.0,39,10,2,34,12,5.0
1499,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,51,12,1,59,18,2.0
1500,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,61,8,1,21,11,3.0
1501,5.0,8.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,8.0,5.0,5.0,5.0,4.0,5.0,8.0,5.0,5.0,3.0,29,9,1,59,11,5.0
1502,8.0,7.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,8.0,8.0,2.0,75,3,1,57,7,1.0
1503,8.0,6.0,6.0,8.0,7.0,8.0,5.0,8.0,5.0,8.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,6.0,5.0,29,12,1,23,11,2.0
1504,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,1.0,5.0,8.0,5.0,8.0,8.0,8.0,4.0,53,9,1,43,10,2.0
1505,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,34,9,2,74,6,2.0
1506,7.0,8.0,8.0,8.0,7.0,8.0,8.0,1.0,1.0,3.0,1.0,5.0,4.0,5.0,6.0,8.0,8.0,8.0,5.0,57,13,1,59,16,5.0
1507,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,8.0,8.0,8.0,8.0,8.0,5.0,24,10,2,74,15,2.0
1508,8.0,8.0,8.0,8.0,7.0,1.0,1.0,1.0,8.0,8.0,7.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,5.0,56,10,1,88,16,3.0
1509,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,8.0,8.0,6.0,47,12,2,57,16,2.0
1511,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,76,9,1,43,7,1.0
1512,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,44,10,1,74,10,5.0
1514,5.0,5.0,5.0,5.0,5.0,4.0,6.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,34,10,1,54,10,2.0
1515,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,62,13,2,33,16,3.0
1516,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,4.0,44,13,2,59,9,3.0
1517,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,4.0,8.0,6.0,8.0,8.0,8.0,6.0,43,9,1,91,15,1.0
1518,5.0,8.0,1.0,8.0,8.0,8.0,8.0,1.0,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,3.0,50,8,1,88,7,3.0
1519,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,6.0,61,9,1,31,6,5.0
1520,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,41,9,1,93,9,3.0
1522,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,,61,9,2,74,7,2.0
1523,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,37,10,2,63,11,5.0
1524,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,5.0,6.0,6.0,8.0,8.0,8.0,3.0,60,10,1,34,10,2.0
1525,8.0,8.0,8.0,,8.0,8.0,8.0,8.0,5.0,8.0,6.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,6.0,42,12,2,73,11,1.0
1526,4.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,23,6,2,32,1,3.0
1527,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,58,9,2,31,13,2.0
1528,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,24,11,2,74,13,3.0
1531,8.0,8.0,8.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,5.0,6.0,5.0,8.0,8.0,8.0,3.0,41,12,1,93,14,2.0
1532,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,4.0,66,10,2,93,8,3.0
1533,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,4.0,60,11,1,61,5,2.0
1534,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,8.0,8.0,8.0,7.0,56,8,1,58,3,3.0
1535,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,70,11,2,23,6,1.0
1536,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,4.0,3.0,8.0,8.0,8.0,4.0,21,6,1,93,15,5.0
1537,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,5.0,8.0,1.0,8.0,6.0,6.0,7.0,8.0,8.0,8.0,7.0,76,6,1,43,5,2.0
1538,7.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,1.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,4.0,45,13,2,58,13,1.0
1539,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,1.0,8.0,6.0,7.0,8.0,8.0,8.0,8.0,6.0,29,12,2,41,17,2.0
1540,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,64,7,1,35,9,3.0
1541,8.0,8.0,8.0,7.0,8.0,4.0,8.0,8.0,6.0,3.0,1.0,7.0,4.0,5.0,8.0,8.0,8.0,8.0,3.0,57,12,1,54,13,5.0
1542,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,8.0,8.0,6.0,59,9,2,31,17,1.0
1544,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,6.0,8.0,8.0,8.0,2.0,69,9,1,88,18,5.0
1545,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,3.0,59,12,2,85,16,3.0
1546,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,58,10,2,92,11,1.0
1548,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,56,9,2,74,14,
1549,8.0,8.0,8.0,8.0,7.0,8.0,8.0,3.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,42,9,2,84,5,3.0
1550,8.0,8.0,6.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,52,9,2,34,14,4.0
1552,5.0,6.0,7.0,6.0,8.0,5.0,8.0,7.0,5.0,8.0,5.0,7.0,7.0,5.0,8.0,8.0,6.0,7.0,5.0,58,13,2,93,16,3.0
1554,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,7.0,6.0,8.0,5.0,8.0,8.0,8.0,6.0,50,9,1,23,11,2.0
1556,7.0,5.0,8.0,5.0,1.0,5.0,7.0,4.0,7.0,1.0,8.0,8.0,8.0,8.0,8.0,3.0,8.0,8.0,6.0,54,8,2,73,2,1.0
1558,8.0,7.0,8.0,7.0,8.0,8.0,8.0,7.0,6.0,8.0,6.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,38,9,1,61,10,2.0
1560,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,53,11,2,58,9,1.0
1563,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,58,9,2,54,2,3.0
1564,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,,8.0,8.0,8.0,8.0,5.0,53,10,2,31,11,1.0
1565,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,8.0,6.0,6.0,,8.0,8.0,8.0,6.0,74,9,2,74,8,2.0
1566,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,1.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,47,12,2,57,15,3.0
1567,1.0,8.0,8.0,8.0,8.0,3.0,1.0,8.0,1.0,8.0,8.0,8.0,5.0,4.0,8.0,8.0,8.0,8.0,4.0,35,9,1,23,7,5.0
1568,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,90,10,1,21,11,2.0
1569,8.0,6.0,6.0,7.0,,8.0,8.0,8.0,5.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,4.0,64,4,2,22,2,5.0
1570,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,,47,9,2,88,9,2.0
1571,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,40,11,2,23,13,3.0
1573,8.0,,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,7.0,7.0,7.0,4.0,7.0,8.0,7.0,8.0,6.0,46,12,1,72,16,3.0
1574,4.0,6.0,7.0,5.0,7.0,7.0,6.0,5.0,7.0,8.0,1.0,7.0,3.0,6.0,7.0,7.0,7.0,7.0,6.0,18,9,2,22,8,2.0
1575,2.0,8.0,4.0,5.0,8.0,8.0,1.0,8.0,7.0,8.0,8.0,5.0,7.0,5.0,8.0,8.0,8.0,4.0,4.0,27,10,1,41,8,2.0
1576,5.0,8.0,8.0,7.0,6.0,5.0,6.0,3.0,5.0,3.0,4.0,7.0,4.0,5.0,5.0,8.0,8.0,8.0,5.0,20,12,1,91,19,5.0
1577,8.0,8.0,8.0,4.0,8.0,3.0,8.0,8.0,8.0,3.0,5.0,6.0,4.0,8.0,5.0,8.0,8.0,8.0,2.0,26,11,1,94,5,5.0
1578,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,49,10,2,93,14,3.0
1581,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,1.0,8.0,4.0,6.0,8.0,8.0,8.0,8.0,5.0,88,11,1,59,15,5.0
1583,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,7.0,5.0,7.0,7.0,8.0,8.0,8.0,3.0,49,9,1,35,13,3.0
1584,6.0,7.0,6.0,5.0,8.0,3.0,8.0,4.0,6.0,7.0,6.0,6.0,6.0,5.0,6.0,7.0,4.0,6.0,5.0,39,12,1,56,16,2.0
1585,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,62,9,2,54,12,3.0
1586,8.0,1.0,1.0,6.0,5.0,8.0,4.0,8.0,3.0,8.0,8.0,4.0,3.0,8.0,8.0,8.0,1.0,1.0,6.0,44,8,1,93,13,2.0
1589,1.0,7.0,6.0,7.0,7.0,7.0,6.0,2.0,1.0,7.0,7.0,1.0,1.0,3.0,6.0,7.0,7.0,6.0,3.0,25,9,2,93,11,3.0
1590,3.0,1.0,5.0,4.0,7.0,4.0,6.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,6.0,8.0,4.0,5.0,4.0,36,12,1,59,12,3.0
1591,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,2.0,29,9,2,87,7,2.0
1592,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,5.0,8.0,7.0,8.0,8.0,8.0,5.0,53,12,1,34,16,2.0
1594,5.0,5.0,5.0,8.0,5.0,8.0,5.0,8.0,8.0,8.0,8.0,7.0,4.0,5.0,7.0,8.0,8.0,5.0,3.0,28,11,2,91,14,3.0
1596,3.0,6.0,8.0,4.0,6.0,3.0,5.0,1.0,2.0,8.0,4.0,5.0,4.0,5.0,4.0,7.0,3.0,8.0,3.0,23,10,2,54,18,2.0
1597,8.0,8.0,8.0,8.0,6.0,5.0,8.0,6.0,5.0,4.0,1.0,8.0,8.0,6.0,8.0,8.0,8.0,8.0,2.0,57,11,2,73,13,5.0
1598,7.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,6.0,33,8,2,59,12,2.0
1599,8.0,8.0,8.0,8.0,7.0,8.0,8.0,1.0,1.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,56,10,2,58,6,2.0
1600,6.0,8.0,6.0,8.0,8.0,6.0,8.0,5.0,4.0,8.0,5.0,7.0,5.0,7.0,7.0,8.0,5.0,6.0,4.0,29,8,1,56,6,2.0
1601,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,4.0,74,9,1,73,16,3.0
1602,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,8.0,8.0,5.0,57,12,2,59,17,3.0
1603,2.0,4.0,2.0,,2.0,3.0,4.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,2.0,2.0,2.0,4.0,38,13,1,22,17,2.0
1604,7.0,7.0,8.0,7.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,2.0,6.0,8.0,8.0,8.0,8.0,2.0,56,9,2,74,4,3.0
1605,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,3.0,4.0,5.0,5.0,8.0,8.0,8.0,6.0,47,9,1,33,12,3.0
1606,8.0,1.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,8.0,8.0,5.0,4.0,7.0,8.0,8.0,8.0,5.0,28,11,1,59,1,5.0
1607,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,20,9,2,93,13,3.0
1608,4.0,5.0,7.0,8.0,7.0,4.0,8.0,4.0,4.0,8.0,1.0,5.0,3.0,4.0,5.0,8.0,8.0,7.0,3.0,31,12,1,56,11,2.0
1609,7.0,5.0,8.0,6.0,8.0,6.0,7.0,7.0,4.0,8.0,8.0,8.0,6.0,7.0,6.0,8.0,8.0,8.0,5.0,26,10,2,81,12,
1611,6.0,6.0,7.0,8.0,8.0,7.0,6.0,5.0,5.0,7.0,8.0,5.0,6.0,6.0,7.0,8.0,8.0,7.0,3.0,49,9,2,74,18,3.0
1612,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,25,9,2,31,8,1.0
1613,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,61,6,2,58,10,1.0
1615,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,4.0,48,7,2,86,7,3.0
1616,6.0,8.0,5.0,5.0,8.0,7.0,8.0,4.0,2.0,8.0,4.0,7.0,5.0,7.0,6.0,8.0,8.0,5.0,5.0,62,12,1,56,10,3.0
1617,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,8.0,8.0,6.0,74,10,2,74,13,2.0
1618,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,78,9,2,34,8,2.0
1619,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,29,1,1,74,1,
1620,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,1.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,4.0,56,10,2,93,6,5.0
1621,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,8.0,1.0,5.0,5.0,4.0,7.0,8.0,8.0,8.0,1.0,75,10,2,14,17,2.0
1622,1.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,8.0,7.0,8.0,8.0,8.0,4.0,75,10,2,23,9,2.0
1623,8.0,8.0,8.0,8.0,8.0,8.0,8.0,5.0,8.0,8.0,8.0,4.0,4.0,4.0,5.0,8.0,8.0,8.0,5.0,67,3,2,74,3,3.0
1624,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,1.0,1.0,8.0,4.0,8.0,6.0,8.0,8.0,8.0,4.0,26,12,2,54,14,5.0
1625,1.0,4.0,1.0,3.0,5.0,4.0,4.0,1.0,1.0,7.0,1.0,4.0,5.0,7.0,5.0,7.0,1.0,1.0,6.0,44,10,1,56,18,3.0
1626,4.0,5.0,8.0,4.0,6.0,4.0,8.0,2.0,4.0,1.0,1.0,8.0,3.0,5.0,5.0,8.0,4.0,8.0,3.0,43,12,1,91,16,
1627,3.0,6.0,6.0,8.0,8.0,8.0,8.0,4.0,6.0,8.0,1.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,6.0,34,13,1,32,13,2.0
1628,7.0,7.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,53,9,2,41,18,3.0
1629,6.0,8.0,7.0,8.0,8.0,8.0,8.0,1.0,4.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,6.0,62,9,2,23,13,2.0
1630,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,3.0,54,7,1,74,5,1.0
1631,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,6.0,51,10,1,74,12,1.0
1633,8.0,8.0,8.0,8.0,7.0,8.0,6.0,7.0,8.0,8.0,5.0,8.0,6.0,7.0,7.0,8.0,8.0,8.0,3.0,50,7,2,93,13,
1634,7.0,8.0,1.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,5.0,7.0,8.0,8.0,8.0,1.0,4.0,71,9,2,14,11,3.0
1635,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,4.0,62,8,2,43,4,3.0
