WUSTLID,emote,treatd,lovec,auth,purity,attchecka,weak,unfair,betray,conform,disgust,compat,treatf,proudc,authc,nodisgust,attcheckb,hurt,justice,loyalf,roles,notnat,demfeel,repfeel,libfeel,consfeel,pid3,ideo7
1008428,4,4,4,5,4,1,4,5,5,2,5,5,6,6,6,6,6,5,5,6,6,5,1,9,2,8,2,6
1008429,1,1,1,2,4,1,1,3,3,3,4,5,6,6,6,6,6,4,6,2,6,4,8,9,4,10,2,7
1008430,5,5,5,5,5,4,5,5,5,5,4,6,6,6,6,6,6,6,6,6,1,3,8,6,5,8,1,4
1008431,1,1,1,3,3,1,1,1,1,1,1,2,1,5,5,5,6,1,3,2,6,6,5,5,5,5,3,7
1008826,4,5,4,5,5,2,4,4,4,3,3,5,6,5,6,5,6,6,5,6,4,4,5,5,5,5,1,2
1008827,4,4,5,5,5,3,1,2,1,3,4,6,6,6,6,6,6,6,6,6,6,6,10,0,5,5,1,4
1008828,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008829,2,2,4,3,3,1,2,2,1,3,3,NA,NA,6,5,5,5,6,6,3,5,6,4,8,2,7,2,7
1008830,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008832,3,5,1,1,1,1,1,1,1,1,1,6,6,1,5,3,6,2,3,6,4,3,8,2,2,2,3,4
1008833,3,3,3,5,5,1,3,3,3,3,3,5,6,6,6,5,6,5,5,2,4,3,5,5,5,5,2,NA
1008834,3,5,5,5,5,4,5,5,5,4,5,6,6,NA,NA,NA,6,6,6,1,6,6,8,4,10,4,1,2
1008835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008836,2,2,2,2,2,2,2,3,2,2,3,5,5,5,5,5,6,6,6,5,1,4,3,3,3,2,NA,4
1008837,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008838,5,5,2,2,4,1,4,5,5,2,3,4,4,5,6,2,6,5,5,5,4,2,2,2,5,6,2,4
1008839,5,2,3,4,5,1,4,3,2,2,4,3,2,6,5,5,6,2,4,5,6,5,5,5,5,5,NA,NA
1008840,4,4,4,1,1,1,2,1,1,1,1,6,6,6,6,4,6,6,6,5,2,1,5,5,5,5,2,4
1008841,4,3,2,3,4,2,3,5,3,3,4,3,6,5,5,5,6,5,6,3,4,3,5,4,7,5,3,3
1008842,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008843,4,4,4,5,5,1,5,4,5,4,3,4,6,5,6,4,6,6,6,5,5,5,5,5,5,5,1,2
1008844,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1008845,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009128,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009129,5,5,5,5,5,4,5,5,5,5,NA,6,6,6,6,6,6,6,6,3,1,3,10,3,10,10,1,3
1009130,4,4,4,1,1,1,4,5,3,1,1,5,6,5,2,1,6,5,6,2,5,2,7,2,7,1,3,2
1009131,4,2,2,3,4,1,3,4,4,5,4,3,3,5,5,5,6,3,4,4,2,5,1,9,5,9,2,6
1009132,1,1,1,1,3,1,1,3,1,3,1,5,5,5,5,1,6,1,5,4,4,1,3,3,7,3,NA,4
1009133,2,2,2,4,4,1,3,2,3,4,4,5,1,6,6,4,6,5,1,4,6,6,1,8,1,9,2,7
1009134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009135,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009136,2,3,3,1,3,1,1,1,1,1,1,1,4,1,1,3,6,1,4,1,6,1,5,5,5,5,2,6
1009137,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009138,5,3,4,5,5,1,5,3,4,3,3,4,1,6,6,6,6,1,3,5,5,5,2,7,1,9,2,6
1009139,4,5,3,2,2,2,5,5,3,1,3,5,5,3,4,2,6,6,4,3,2,1,8,1,10,1,1,1
1009140,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009141,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009142,5,5,5,5,5,3,5,5,5,5,2,5,6,5,6,6,5,6,5,6,6,6,10,0,5,5,1,4
1009143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009144,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009265,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009266,5,5,5,4,5,4,5,4,4,4,4,5,5,5,6,5,5,6,5,5,4,3,7,6,7,3,2,4
1009267,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009268,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009269,5,5,5,4,3,1,3,4,3,2,3,6,6,5,NA,2,6,6,4,2,1,1,8,8,8,8,1,2
1009270,3,3,3,3,3,3,3,3,3,3,3,5,5,6,6,6,6,4,4,5,NA,6,1,8,1,7,2,6
1009271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009272,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009273,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009274,4,5,5,5,5,5,5,5,5,2,5,5,6,2,4,6,6,5,6,5,2,6,8,2,8,4,1,3
1009275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009277,4,5,5,5,5,1,5,5,2,2,4,1,1,5,5,6,6,6,6,4,4,5,8,4,6,0,1,6
1009278,3,5,3,4,4,2,4,5,3,3,4,5,6,3,5,4,6,3,6,5,4,2,8,3,8,2,1,1
1009279,3,3,4,3,3,1,4,4,4,2,3,6,6,6,6,NA,6,NA,6,3,4,NA,5,1,5,5,3,4
1009280,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009287,5,5,2,2,2,5,5,5,2,2,3,1,1,6,2,2,6,2,6,2,1,2,9,4,8,3,1,2
1009288,3,3,3,3,3,3,3,3,3,3,3,5,5,4,6,4,6,6,5,6,6,4,8,2,5,5,1,4
1009289,4,4,4,5,2,1,3,4,4,3,5,3,3,3,3,3,3,3,3,3,3,3,NA,0,0,0,1,NA
1009293,5,5,1,1,5,1,5,5,3,1,4,6,6,4,5,2,6,6,6,1,3,1,8,3,8,3,NA,2
1009294,3,2,3,4,4,1,2,2,2,2,3,5,5,5,6,5,6,6,5,5,5,6,6,6,6,6,3,4
1009295,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6,6,6,3,4,5,6,3,5,6,7,8,2,7
1009296,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009302,5,4,5,3,2,1,5,5,5,3,4,4,6,6,6,3,6,5,6,3,5,4,5,5,5,5,3,4
1009303,5,4,4,3,4,2,4,5,5,2,3,4,5,5,4,3,5,4,6,4,3,1,4,2,5,2,3,4
1009304,4,5,2,3,5,2,5,5,3,2,4,5,6,5,5,4,6,4,3,1,1,1,6,0,7,0,1,2
1009563,3,3,4,5,3,3,4,5,5,5,5,6,6,6,6,3,6,6,6,1,1,1,1,5,5,8,NA,6
1009564,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009566,3,4,2,4,3,1,3,5,5,2,3,4,3,5,5,3,6,4,5,3,3,3,5,4,5,4,3,4
1009567,5,5,5,NA,NA,NA,NA,NA,NA,2,4,6,6,6,6,5,6,6,6,2,2,5,10,2,9,2,1,2
1009568,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009569,4,4,4,4,4,2,4,4,4,4,3,5,6,6,6,6,6,5,6,6,5,5,8,8,8,8,2,5
1009570,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009572,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009573,4,4,4,4,4,1,4,4,3,3,4,5,5,6,6,6,6,4,5,5,5,5,2,7,0,9,2,7
1009574,5,5,5,5,5,4,5,5,5,1,5,1,1,2,1,1,1,4,1,2,1,1,6,5,5,4,1,4
1009845,3,4,2,3,4,5,4,5,4,4,4,2,5,6,6,3,6,1,5,2,6,5,0,8,0,8,2,6
1009846,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009848,5,4,4,5,4,1,NA,NA,NA,3,3,6,4,4,6,6,6,6,5,5,5,4,10,4,10,4,1,4
1009849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009853,5,5,1,4,3,1,5,5,4,3,5,5,6,5,5,4,6,5,5,2,5,2,8,1,8,1,1,2
1009916,1,3,5,5,5,1,5,5,1,5,5,6,6,6,6,4,6,6,6,5,5,6,0,10,2,10,2,6
1009917,2,2,4,5,5,2,4,5,5,4,5,5,6,6,6,1,6,4,5,6,2,5,4,6,4,NA,3,6
1009918,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009919,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009920,4,5,4,3,4,2,4,3,4,3,4,3,5,2,5,4,6,4,4,2,2,3,4,8,2,8,2,6
1009921,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,0,9,0,10,2,7
1009922,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009923,2,5,1,1,2,1,4,5,3,1,1,4,4,4,4,1,5,2,4,1,1,1,5,0,7,0,3,4
1009924,3,3,3,4,4,1,3,3,3,2,3,2,2,NA,6,6,6,2,4,5,5,5,4,9,3,7,2,6
1009925,3,3,4,3,3,3,4,4,4,3,4,4,4,5,5,4,5,1,4,3,4,3,5,9,5,9,2,5
1009926,4,4,4,4,4,2,4,4,4,3,3,5,5,5,5,4,4,4,4,4,3,2,8,8,9,9,3,2
1009927,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009928,3,5,1,3,2,4,5,5,5,3,5,5,6,4,4,3,6,2,5,3,4,4,6,2,7,0,1,2
1009929,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009930,5,5,5,4,5,1,5,5,5,2,5,2,2,6,6,6,6,6,6,3,5,5,2,6,2,8,3,6
1009931,4,3,4,4,3,2,3,3,3,3,2,4,5,4,4,2,5,3,4,5,3,3,5,5,5,5,NA,4
1009932,3,4,4,4,3,4,4,4,4,4,4,4,4,3,5,4,4,4,5,4,5,6,9,2,4,5,1,4
1009934,4,5,4,4,4,2,4,4,4,4,5,5,2,2,6,6,6,4,6,5,6,3,10,8,5,5,3,2
1009935,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1009936,4,4,2,2,2,2,4,4,4,2,3,4,3,5,5,3,6,4,4,4,4,2,6,3,6,4,NA,4
1009937,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010276,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010277,3,5,5,5,5,1,4,5,5,5,5,6,6,6,6,6,6,6,6,6,5,5,10,2,10,4,1,2
1010278,5,5,4,5,5,NA,5,5,5,4,5,6,5,6,6,6,6,6,6,3,1,6,5,5,5,5,3,3
1010279,4,5,2,3,5,2,3,5,4,4,4,5,6,5,5,4,6,6,6,5,4,4,8,5,8,4,1,4
1010280,2,2,4,5,5,1,1,1,1,1,1,4,2,6,6,5,6,6,6,5,5,5,5,10,1,10,2,7
1010281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010282,5,5,3,3,4,1,4,5,4,3,5,5,6,5,4,5,6,5,6,4,3,3,9,1,9,3,1,2
1010283,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010284,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010286,5,5,5,5,5,2,5,5,5,2,4,1,1,3,2,1,1,1,2,1,1,1,2,4,1,5,3,6
1010314,5,5,5,5,5,2,5,5,5,2,5,5,4,5,5,5,6,6,5,4,1,NA,6,6,6,6,3,3
1010315,4,5,5,5,5,3,5,5,5,4,5,6,6,6,6,6,6,6,6,5,5,5,10,5,5,10,1,4
1010316,1,1,5,2,5,1,2,4,5,1,4,6,2,6,6,6,NA,NA,NA,6,6,6,2,9,2,10,2,6
1010317,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010318,3,5,3,2,3,1,4,5,3,3,3,3,5,4,6,3,6,6,5,5,4,4,7,4,5,5,3,4
1010319,4,4,4,4,4,1,4,4,4,3,3,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,2,5
1010320,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010321,3,3,4,4,4,2,5,4,4,4,5,5,6,3,5,5,NA,NA,NA,5,4,4,7,3,7,3,3,2
1010509,1,5,1,1,1,1,1,5,1,1,1,6,6,2,5,4,6,6,6,1,3,6,5,0,10,8,3,2
1010510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010511,4,5,5,5,5,2,5,5,5,4,5,6,6,6,6,6,6,5,6,4,5,4,8,5,7,6,1,2
1010512,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010513,4,5,5,4,4,1,5,5,5,3,3,6,6,5,6,6,6,5,5,6,6,5,3,5,3,5,NA,6
1010514,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010515,4,4,3,3,4,3,NA,NA,NA,3,2,5,4,4,5,4,5,3,4,NA,5,4,7,3,5,7,NA,5
1010516,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010517,3,4,4,4,4,2,4,4,4,3,4,4,6,6,6,5,6,5,6,5,5,5,4,4,4,4,3,5
1010974,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010975,4,5,1,4,3,1,3,3,2,3,3,4,4,3,5,5,5,6,4,5,3,1,7,2,8,6,3,2
1010976,4,4,1,2,1,1,2,5,3,1,3,2,4,5,4,1,4,4,6,1,5,1,0,0,0,0,NA,4
1010977,5,5,1,3,3,1,5,5,2,2,3,6,5,3,4,2,6,6,6,5,2,1,5,1,9,1,NA,1
1010978,3,3,5,4,4,4,4,5,5,4,4,5,6,5,6,4,6,6,6,4,4,5,0,10,1,10,2,6
1010979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010980,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1010981,4,5,4,3,4,2,5,5,4,3,4,6,6,5,5,3,6,5,6,4,5,5,9,4,8,3,1,3
1010982,4,4,2,3,3,4,4,4,2,3,3,5,4,6,4,2,6,2,5,4,5,4,4,6,2,7,2,5
1010984,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,6,6,5,5,5,5,6,5,4,NA,4,3,5
1011178,3,4,2,2,5,1,5,5,5,3,5,6,5,6,6,4,6,1,6,5,5,5,5,5,4,4,1,6
1011179,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011250,5,5,4,5,5,1,5,5,5,3,5,4,5,4,6,4,6,4,4,4,3,4,5,5,5,7,1,4
1011251,4,4,2,1,5,1,4,5,2,2,3,4,2,6,4,2,6,4,3,2,4,3,8,8,8,8,2,5
1011399,1,5,1,4,3,1,4,5,1,2,1,6,6,3,6,2,6,6,5,3,1,3,7,1,8,2,1,2
1011400,1,3,1,1,1,3,3,3,2,1,2,5,4,4,4,1,6,5,5,5,6,1,9,1,10,3,1,2
1011401,2,1,5,5,5,1,4,5,5,4,5,4,2,6,6,4,6,1,6,2,3,4,2,8,0,9,2,6
1011402,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011761,5,5,5,5,5,1,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,0,7,0,9,NA,7
1011762,3,5,4,2,2,1,3,5,5,2,4,4,4,5,6,5,6,6,4,1,1,2,6,3,6,2,1,2
1011763,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011764,4,4,2,2,3,1,5,4,4,2,4,1,3,4,4,4,6,6,5,5,5,3,8,1,8,1,1,2
1011765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012022,3,4,5,4,4,3,4,4,4,3,3,4,6,5,5,4,4,6,5,5,5,5,0,7,6,6,2,NA
1012023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012024,3,5,1,2,2,1,4,5,2,3,3,5,5,2,5,2,6,4,5,2,4,4,7,1,8,1,1,2
1012182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012270,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012271,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012823,4,4,5,5,5,1,5,5,2,4,5,4,2,6,6,5,6,6,4,2,3,4,0,10,0,10,2,6
1012824,5,4,3,5,5,2,5,4,4,5,5,5,5,6,6,6,6,6,5,2,4,5,7,1,5,4,3,4
1012825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012826,1,2,2,4,4,1,1,4,4,3,4,1,5,6,6,4,5,6,6,1,5,6,0,2,0,2,3,7
1012827,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012828,4,4,4,4,4,4,4,4,4,4,4,5,5,5,6,6,6,6,5,6,6,5,10,0,5,8,1,NA
1012829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012830,3,2,2,4,4,3,4,4,4,4,5,3,4,5,6,6,6,6,5,4,4,5,2,7,1,9,2,6
1012831,2,2,3,5,5,2,5,5,5,5,5,6,6,1,1,1,1,1,2,1,1,5,10,5,10,7,1,2
1012832,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012833,2,5,5,4,5,1,4,4,4,3,2,4,5,5,6,6,6,5,5,2,5,5,1,8,2,8,2,6
1012834,5,5,2,1,3,1,5,4,4,1,2,5,5,2,3,1,6,4,3,4,1,3,10,10,10,9,1,2
1012835,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012836,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012837,2,2,2,3,4,1,3,4,4,2,2,6,6,4,6,5,6,5,5,3,2,3,7,2,7,2,1,2
1012838,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012840,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012841,3,2,2,4,4,1,4,3,3,3,2,4,4,5,6,4,6,6,5,5,3,3,6,4,7,4,1,3
1012842,4,4,3,3,4,1,4,5,4,2,2,4,5,4,4,4,6,5,5,4,4,5,7,1,6,2,1,3
1012843,4,5,5,5,5,1,5,4,5,4,5,5,5,6,5,4,6,1,5,6,1,4,5,8,6,8,2,6
1012844,3,5,3,4,5,1,5,5,3,4,5,6,6,6,6,6,6,6,6,4,1,6,7,4,5,2,1,5
1012845,3,3,3,5,3,1,3,3,5,3,3,5,5,6,6,5,6,6,6,5,5,4,5,5,5,5,2,5
1012846,4,5,4,5,5,1,4,5,5,3,5,5,5,6,6,6,6,2,5,6,5,5,5,5,3,6,1,6
1012847,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012848,5,5,5,5,5,1,5,5,5,5,5,6,6,1,6,6,6,6,6,2,4,6,10,0,5,5,1,NA
1012849,2,3,2,4,5,1,NA,4,4,2,1,4,1,5,6,4,6,1,4,3,5,4,5,7,6,7,2,6
1012850,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012851,5,5,5,4,NA,2,4,4,5,3,4,1,1,6,6,6,6,6,4,5,2,4,2,5,4,4,2,5
1012852,4,5,1,2,5,1,5,5,1,1,1,5,6,6,6,1,6,6,6,1,2,1,7,2,7,2,1,2
1012853,3,3,1,4,5,1,4,5,5,4,5,1,1,3,6,6,6,5,5,5,6,6,9,0,5,5,1,4
1012854,4,4,4,4,4,2,4,5,5,3,4,5,4,5,5,4,6,2,6,5,2,3,8,9,9,9,2,5
1012860,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012861,4,3,3,3,5,1,5,5,5,2,5,NA,NA,5,5,NA,6,4,4,NA,NA,NA,5,5,5,5,3,6
1012862,3,4,4,3,5,2,4,4,5,2,4,5,5,6,6,6,6,6,6,5,4,5,0,0,3,4,3,4
1012863,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,3,3,3,10,0,5,5,1,1
1012864,4,4,4,4,4,2,4,4,4,1,4,6,6,6,6,6,6,6,6,3,6,5,0,10,0,10,2,7
1012865,1,4,4,3,3,1,4,5,4,4,4,5,4,5,5,6,6,6,5,5,5,5,5,3,5,5,3,5
1012866,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012867,4,5,3,5,5,1,5,5,5,3,3,6,6,6,6,6,6,6,6,3,1,3,5,5,5,5,1,4
1012868,3,3,3,4,5,1,4,4,2,2,5,6,4,6,6,6,6,6,4,4,6,6,5,5,5,8,3,3
1012869,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012870,3,3,3,5,4,3,5,5,5,4,5,6,6,5,6,6,6,6,6,4,1,6,5,5,5,5,2,4
1012871,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012872,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012873,5,5,3,1,5,1,5,5,1,1,3,6,6,1,5,4,6,4,6,3,4,4,7,0,7,NA,1,4
1012874,2,2,2,1,5,1,3,5,2,2,2,5,4,6,5,2,6,5,6,4,3,3,10,10,1,10,2,6
1012875,4,4,4,5,5,4,5,5,5,4,5,4,3,5,5,5,6,3,5,4,5,6,1,9,1,9,2,6
1012876,1,5,5,5,3,1,3,5,4,4,4,4,5,6,6,5,6,5,5,2,6,4,5,8,2,7,3,5
1012877,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1012878,2,4,4,4,2,NA,5,5,4,3,NA,6,6,5,6,4,6,6,6,3,1,3,9,1,7,1,1,4
1013050,3,3,3,3,3,1,3,3,4,3,4,4,5,4,5,3,6,5,4,4,3,3,5,4,5,4,1,4
1013051,4,5,3,4,4,1,4,5,4,3,3,4,3,6,6,3,6,4,5,5,4,5,5,5,5,5,2,5
1013052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013053,5,5,4,4,3,1,4,4,2,4,4,6,6,5,5,5,6,6,6,5,1,3,9,1,10,5,1,1
1013054,4,5,4,4,5,1,2,4,4,5,2,4,5,6,6,5,6,1,5,4,4,3,1,9,1,10,2,7
1013055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013056,2,3,2,3,3,2,3,3,3,4,4,2,1,6,6,5,6,4,3,4,5,4,1,8,1,10,2,7
1013057,4,4,4,4,4,1,4,5,4,3,3,5,4,6,6,4,6,5,4,3,1,4,7,4,6,3,1,3
1013058,3,4,2,2,3,1,3,5,4,2,2,5,4,5,4,4,5,2,3,3,1,2,7,2,6,1,1,2
1013059,1,3,1,1,1,1,1,2,1,1,1,2,2,5,6,4,6,2,5,1,5,4,5,5,1,5,3,5
1013060,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013061,3,5,3,5,3,2,5,5,5,5,4,6,6,6,6,6,6,4,6,6,6,6,7,4,5,5,1,3
1013062,4,3,4,4,4,2,4,4,4,4,4,4,4,5,5,5,5,6,5,5,5,5,7,7,7,5,3,4
1013063,4,5,5,3,4,3,3,4,4,3,4,6,6,6,6,6,6,6,6,5,5,5,5,5,5,7,1,5
1013064,5,5,5,3,4,4,5,5,4,3,3,4,6,5,6,6,5,1,4,4,1,4,10,0,7,8,1,2
1013065,5,5,5,5,5,1,5,5,5,5,5,5,6,5,5,6,6,5,5,4,3,4,8,1,6,2,1,2
1013066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013067,2,4,3,5,4,1,3,5,4,2,2,3,5,6,6,2,6,3,5,5,1,1,0,8,0,9,2,6
1013068,4,4,2,2,2,1,4,5,4,2,3,5,3,5,4,4,6,6,5,2,2,3,6,2,7,2,1,3
1013069,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013070,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013071,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,3,NA
1013072,5,5,5,5,5,2,4,5,5,5,5,4,6,6,6,6,6,4,5,4,2,3,4,5,5,5,3,6
1013073,5,5,2,5,5,1,5,5,4,3,2,6,6,5,6,6,6,6,4,3,1,2,5,5,5,5,3,2
1013074,4,4,4,5,5,1,5,5,5,2,3,5,6,6,6,1,6,1,3,3,3,2,4,5,3,6,3,5
1013075,5,5,5,5,5,5,5,5,5,4,4,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,NA,NA
1013178,4,4,2,3,4,1,3,3,3,3,3,6,6,2,5,5,6,4,5,4,1,3,9,1,9,0,1,1
1013179,4,4,4,3,4,2,4,4,4,3,5,5,5,5,4,5,5,6,5,5,3,3,5,5,5,5,3,4
1013180,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013181,2,4,5,5,5,3,5,5,5,5,5,5,5,6,6,6,6,4,6,5,5,6,0,5,0,6,3,6
1013182,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013183,2,4,5,4,5,2,4,4,4,2,2,2,2,1,1,4,1,3,4,3,4,4,0,2,0,6,2,7
1013184,5,4,5,5,5,2,5,5,5,4,5,6,5,6,6,6,6,6,5,5,5,6,7,10,5,8,2,6
1013185,4,4,4,2,2,1,2,3,2,2,3,3,5,5,4,3,6,5,4,4,4,4,6,4,5,5,3,4
1013186,4,4,4,5,5,2,4,4,5,4,5,4,4,6,6,6,6,5,5,6,6,6,5,5,2,7,1,6
1013187,3,3,4,5,5,3,3,3,3,4,5,2,3,6,6,6,6,6,4,4,5,4,0,9,1,10,NA,6
1013188,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013189,4,5,5,5,5,1,5,5,5,NA,NA,6,6,6,6,6,6,6,6,6,3,2,10,5,5,5,1,4
1013190,5,5,4,5,5,2,4,5,3,3,4,5,3,6,6,2,6,5,5,6,4,2,4,4,6,4,1,4
1013333,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013334,4,4,4,5,5,1,NA,NA,NA,1,3,5,5,5,6,6,6,6,6,5,4,6,4,6,4,6,2,5
1013335,3,4,4,4,5,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,2,NA
1013336,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013337,3,5,4,4,5,2,4,5,4,4,5,4,3,6,6,6,6,4,5,5,6,6,3,7,2,7,2,6
1013338,5,5,NA,5,5,2,5,5,4,3,5,1,1,2,6,1,6,6,6,5,5,6,5,5,5,5,3,4
1013339,5,5,5,5,5,1,5,5,5,3,5,6,6,6,6,5,6,6,6,5,1,NA,10,10,10,10,2,6
1013342,1,5,1,3,3,1,2,5,2,3,3,3,5,4,3,2,6,5,4,3,4,4,4,6,3,6,2,5
1013343,4,4,2,4,4,1,5,4,4,2,4,6,5,4,4,5,6,4,5,5,3,3,9,1,9,3,1,1
1013344,4,4,4,2,4,1,4,4,2,1,2,5,5,5,5,4,5,4,4,5,3,5,3,9,2,7,2,6
1013345,1,1,1,1,4,1,1,3,1,1,1,5,6,6,6,6,6,2,4,2,4,3,0,7,0,9,3,7
1013590,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013591,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013592,5,2,2,2,4,1,5,4,5,2,4,6,6,5,6,6,5,6,6,6,4,5,NA,4,9,3,1,1
1013593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013594,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1013595,3,3,2,4,4,1,4,4,5,2,4,6,6,3,6,4,4,6,6,1,5,3,3,2,0,3,3,4
1013596,2,5,4,1,5,1,4,4,5,5,4,5,6,5,6,5,6,6,6,4,5,6,5,5,5,5,3,6
1013597,4,5,2,5,2,3,4,4,2,4,5,2,1,1,1,1,1,1,2,5,5,5,7,7,5,5,1,2
1013598,4,4,4,4,4,1,4,4,4,4,4,5,5,5,6,5,6,6,6,6,5,3,5,5,5,5,1,4
1013599,,,,,,,,,,,,,,,,,,,,,,,,,,,,
